season_start,date,home,away,home_goals,away_goals,referee,referee_id
2017,2017-08-06,Aves,Sp Lisbon,0,2,Tiago Martins,5170
2017,2017-08-06,Setubal,Moreirense,1,1,Goncalo Martins,5162
2017,2017-08-07,Feirense,Tondela,1,1,Bruno Paixao,10
2017,2017-08-07,Portimonense,Boavista,2,1,Nuno Almeida,28
2017,2017-08-07,Rio Ave,Belenenses,1,0,Fabio Verissimo,5166
2017,2017-08-08,Maritimo,Pacos Ferreira,1,0,Manuel Oliveira,5138
2017,2017-08-09,Benfica,Sp Braga,3,1,Carlos Xistra,11
2017,2017-08-09,Porto,Estoril,4,0,Hugo Miguel,281
2017,2017-08-10,Guimaraes,Chaves,3,2,Luis Godinho,5401
2017,2017-08-11,Sp Lisbon,Setubal,1,0,Bruno Paixao,10
2017,2017-08-12,Belenenses,Maritimo,1,0,Joao Pinheiro,5157
2017,2017-08-12,Boavista,Rio Ave,1,2,Luis Ferreira,5174
2017,2017-08-12,Moreirense,Feirense,0,0,Nuno Almeida,28
2017,2017-08-13,Tondela,Porto,0,1,Fabio Verissimo,5166
2017,2017-08-13,Pacos Ferreira,Aves,2,2,Rui Oliveira,5300
2017,2017-08-13,Sp Braga,Portimonense,2,1,Joao Capela,201
2017,2017-08-14,Estoril,Guimaraes,3,0,Carlos Xistra,11
2017,2017-08-14,Chaves,Benfica,0,1,Jorge Sousa,15
2017,2017-08-18,Rio Ave,Portimonense,2,0,Joao Pinheiro,5157
2017,2017-08-19,Benfica,Belenenses,5,0,Rui Costa,31
2017,2017-08-19,Tondela,Estoril,2,3,Antonio Nobre,5458
2017,2017-08-19,Guimaraes,Sp Lisbon,0,5,Hugo Miguel,281
2017,2017-08-20,Aves,Sp Braga,0,2,Fabio Verissimo,5166
2017,2017-08-20,Porto,Moreirense,3,0,Manuel Oliveira,5138
2017,2017-08-20,Maritimo,Boavista,1,0,Luis Godinho,5401
2017,2017-08-20,Setubal,Chaves,1,1,Manuel Mota,3038
2017,2017-08-21,Feirense,Pacos Ferreira,2,1,Carlos Xistra,11
2017,2017-08-25,Belenenses,Setubal,1,1,Manuel Oliveira,5138
2017,2017-08-26,Chaves,Feirense,0,2,Luis Ferreira,5174
2017,2017-08-26,Moreirense,Tondela,0,3,Bruno Esteves,1579
2017,2017-08-26,Pacos Ferreira,Guimaraes,0,0,Nuno Almeida,28
2017,2017-08-26,Rio Ave,Benfica,1,1,Hugo Miguel,281
2017,2017-08-27,Boavista,Aves,1,0,Joao Capela,201
2017,2017-08-27,Sp Braga,Porto,0,1,Carlos Xistra,11
2017,2017-08-27,Sp Lisbon,Estoril,2,1,Luis Godinho,5401
2017,2017-08-28,Portimonense,Maritimo,1,2,Vitor Ferreira,9379
2017,2017-09-08,Benfica,Portimonense,2,1,Goncalo Martins,5162
2017,2017-09-08,Feirense,Sp Lisbon,2,3,Artur Soares Dias,96
2017,2017-09-09,Tondela,Pacos Ferreira,2,2,Manuel Mota,3038
2017,2017-09-09,Porto,Chaves,3,0,Rui Oliveira,5300
2017,2017-09-09,Maritimo,Rio Ave,1,0,Bruno Esteves,1579
2017,2017-09-10,Estoril,Moreirense,0,2,Joao Capela,201
2017,2017-09-10,Setubal,Sp Braga,2,0,Luis Ferreira,5174
2017,2017-09-10,Guimaraes,Boavista,1,0,Jorge Sousa,15
2017,2017-09-11,Aves,Belenenses,2,1,Joao Pinheiro,5157
2017,2017-09-15,Pacos Ferreira,Setubal,1,0,Vitor Ferreira,9379
2017,2017-09-16,Boavista,Benfica,2,1,Artur Soares Dias,96
2017,2017-09-16,Maritimo,Aves,2,1,Carlos Xistra,11
2017,2017-09-16,Sp Lisbon,Tondela,2,0,Manuel Oliveira,5138
2017,2017-09-17,Belenenses,Estoril,2,1,Nuno Almeida,28
2017,2017-09-17,Rio Ave,Porto,1,2,Jorge Sousa,15
2017,2017-09-17,Sp Braga,Guimaraes,2,1,Rui Costa,31
2017,2017-09-18,Chaves,Moreirense,3,0,Joao Pinheiro,5157
2017,2017-09-18,Portimonense,Feirense,2,1,Bruno Paixao,10
2017,2017-09-22,Porto,Portimonense,5,2,Luis Ferreira,5174
2017,2017-09-23,Benfica,Pacos Ferreira,2,0,Carlos Xistra,11
2017,2017-09-23,Estoril,Chaves,0,2,Artur Soares Dias,96
2017,2017-09-23,Moreirense,Sp Lisbon,1,1,Luis Godinho,5401
2017,2017-09-24,Aves,Rio Ave,0,0,Antonio Nobre,5458
2017,2017-09-24,Tondela,Sp Braga,1,2,Tiago Martins,5170
2017,2017-09-24,Feirense,Belenenses,1,4,Bruno Esteves,1579
2017,2017-09-24,Guimaraes,Maritimo,2,1,Fabio Verissimo,5166
2017,2017-09-25,Setubal,Boavista,1,1,Nuno Almeida,28
2017,2017-09-29,Chaves,Tondela,1,1,Bruno Paixao,10
2017,2017-09-30,Boavista,Feirense,1,0,Manuel Mota,3038
2017,2017-09-30,Pacos Ferreira,Moreirense,3,2,Goncalo Martins,5162
2017,2017-09-30,Portimonense,Aves,2,2,Tiago Martins,5170
2017,2017-09-30,Rio Ave,Setubal,2,1,Rui Costa,31
2017,2017-10-01,Belenenses,Guimaraes,1,0,Vasco Santos,283
2017,2017-10-01,Maritimo,Benfica,1,1,Jorge Sousa,15
2017,2017-10-01,Sp Braga,Estoril,6,0,Helder Malheiro,3046
2017,2017-10-01,Sp Lisbon,Porto,0,0,Carlos Xistra,11
2017,2017-10-20,Estoril,Boavista,0,3,Tiago Martins,5170
2017,2017-10-21,Porto,Pacos Ferreira,6,1,Manuel Oliveira,5138
2017,2017-10-21,Feirense,Rio Ave,1,0,Rui Oliveira,5300
2017,2017-10-21,Setubal,Maritimo,3,1,Vasco Santos,283
2017,2017-10-22,Aves,Benfica,1,3,Nuno Almeida,28
2017,2017-10-22,Tondela,Belenenses,2,0,Goncalo Martins,5162
2017,2017-10-22,Sp Lisbon,Chaves,5,1,Rui Costa,31
2017,2017-10-23,Moreirense,Sp Braga,0,1,Jorge Sousa,15
2017,2017-10-23,Guimaraes,Portimonense,3,3,Helder Malheiro,3046
2017,2017-10-27,Benfica,Feirense,1,0,Luis Godinho,5401
2017,2017-10-27,Rio Ave,Sp Lisbon,0,1,Jorge Sousa,15
2017,2017-10-28,Belenenses,Moreirense,3,0,Joao Pinheiro,5157
2017,2017-10-28,Boavista,Porto,0,3,Hugo Miguel,281
2017,2017-10-28,Maritimo,Tondela,2,0,Helder Malheiro,3046
2017,2017-10-29,Aves,Guimaraes,1,3,Luis Ferreira,5174
2017,2017-10-29,Pacos Ferreira,Estoril,1,0,Fabio Verissimo,5166
2017,2017-10-29,Sp Braga,Chaves,1,0,Bruno Esteves,1579
2017,2017-10-30,Portimonense,Setubal,5,2,Antonio Nobre,5458
2017,2017-11-03,Setubal,Aves,0,1,Manuel Mota,3038
2017,2017-11-04,Tondela,Boavista,3,2,Joao Pinheiro,5157
2017,2017-11-04,Estoril,Rio Ave,0,2,Vitor Ferreira,9379
2017,2017-11-04,Porto,Belenenses,2,0,Fabio Verissimo,5166
2017,2017-11-04,Moreirense,Portimonense,1,1,Bruno Esteves,1579
2017,2017-11-05,Feirense,Maritimo,0,1,Hugo Miguel,281
2017,2017-11-05,Chaves,Pacos Ferreira,4,2,Vasco Santos,283
2017,2017-11-05,Sp Lisbon,Sp Braga,2,2,Carlos Xistra,11
2017,2017-11-05,Guimaraes,Benfica,1,3,Artur Soares Dias,96
2017,2017-11-24,Belenenses,Chaves,0,1,Joao Capela,201
2017,2017-11-25,Boavista,Moreirense,1,0,Fabio Verissimo,5166
2017,2017-11-25,Aves,Porto,1,1,Rui Costa,31
2017,2017-11-25,Portimonense,Tondela,2,0,Manuel Mota,3038
2017,2017-11-26,Benfica,Setubal,6,0,Luis Godinho,5401
2017,2017-11-26,Maritimo,Estoril,0,0,Rui Oliveira,5300
2017,2017-11-26,Pacos Ferreira,Sp Lisbon,1,2,Tiago Martins,5170
2017,2017-11-27,Rio Ave,Guimaraes,0,1,Manuel Oliveira,5138
2017,2017-11-27,Sp Braga,Feirense,3,1,Vasco Santos,283
2017,2017-12-01,Porto,Benfica,0,0,Jorge Sousa,15
2017,2017-12-01,Sp Lisbon,Belenenses,1,0,Nuno Almeida,28
2017,2017-12-02,Tondela,Rio Ave,1,3,Bruno Esteves,1579
2017,2017-12-02,Chaves,Boavista,0,0,Manuel Mota,3038
2017,2017-12-02,Moreirense,Maritimo,1,1,Tiago Martins,5170
2017,2017-12-03,Sp Braga,Pacos Ferreira,3,0,Rui Oliveira,5300
2017,2017-12-03,Setubal,Guimaraes,1,2,Vasco Santos,283
2017,2017-12-04,Estoril,Portimonense,0,0,Bruno Paixao,10
2017,2017-12-08,Rio Ave,Moreirense,2,1,Luis Ferreira,5174
2017,2017-12-09,Benfica,Estoril,3,1,Joao Pinheiro,5157
2017,2017-12-09,Boavista,Sp Lisbon,1,3,Luis Godinho,5401
2017,2017-12-09,Aves,Tondela,0,1,Goncalo Martins,5162
2017,2017-12-10,Belenenses,Pacos Ferreira,1,1,Helder Malheiro,3046
2017,2017-12-10,Portimonense,Chaves,0,1,Fabio Verissimo,5166
2017,2017-12-10,Setubal,Porto,0,5,Tiago Martins,5170
2017,2017-12-11,Maritimo,Sp Braga,1,0,Rui Costa,31
2017,2017-12-11,Guimaraes,Feirense,1,0,Joao Capela,201
2017,2017-12-15,Pacos Ferreira,Boavista,1,2,Vasco Santos,283
2017,2017-12-16,Estoril,Aves,3,2,Vitor Ferreira,9379
2017,2017-12-16,Sp Braga,Belenenses,4,0,Hugo Miguel,281
2017,2017-12-17,Tondela,Benfica,1,5,Tiago Martins,5170
2017,2017-12-17,Feirense,Setubal,1,0,Joao Pinheiro,5157
2017,2017-12-17,Chaves,Rio Ave,1,1,Bruno Paixao,10
2017,2017-12-17,Sp Lisbon,Portimonense,2,0,Joao Capela,201
2017,2017-12-18,Porto,Maritimo,3,1,Manuel Mota,3038
2017,2017-12-18,Moreirense,Guimaraes,2,1,Nuno Almeida,28
2017,2017-12-23,Guimaraes,Tondela,0,1,Antonio Nobre,5458
2017,2018-01-03,Benfica,Sp Lisbon,1,1,Hugo Miguel,281
2017,2018-01-03,Boavista,Sp Braga,1,3,Jorge Sousa,15
2017,2018-01-03,Aves,Moreirense,1,2,Bruno Esteves,1579
2017,2018-01-03,Feirense,Porto,1,2,Fabio Verissimo,5166
2017,2018-01-03,Maritimo,Chaves,1,2,Manuel Oliveira,5138
2017,2018-01-03,Rio Ave,Pacos Ferreira,4,2,Luis Godinho,5401
2017,2018-01-04,Portimonense,Belenenses,0,0,Artur Soares Dias,96
2017,2018-01-04,Setubal,Estoril,2,2,Helder Malheiro,3046
2017,2018-01-06,Sp Braga,Rio Ave,2,1,Vasco Santos,283
2017,2018-01-07,Porto,Guimaraes,4,2,Artur Soares Dias,96
2017,2018-01-07,Chaves,Aves,1,1,Joao Capela,201
2017,2018-01-07,Moreirense,Benfica,0,2,Manuel Mota,3038
2017,2018-01-07,Sp Lisbon,Maritimo,5,0,Carlos Xistra,11
2017,2018-01-08,Estoril,Feirense,0,2,Nuno Almeida,28
2017,2018-01-08,Pacos Ferreira,Portimonense,1,1,Luis Ferreira,5174
2017,2018-01-09,Belenenses,Boavista,1,1,Goncalo Martins,5162
2017,2018-01-09,Tondela,Setubal,1,1,Rui Oliveira,5300
2017,2018-01-12,Chaves,Guimaraes,4,3,Tiago Martins,5170
2017,2018-01-13,Pacos Ferreira,Maritimo,0,0,Manuel Mota,3038
2017,2018-01-13,Sp Braga,Benfica,1,3,Artur Soares Dias,96
2017,2018-01-14,Belenenses,Rio Ave,1,2,Vitor Ferreira,9379
2017,2018-01-14,Boavista,Portimonense,2,0,Rui Oliveira,5300
2017,2018-01-14,Tondela,Feirense,3,1,Hugo Miguel,281
2017,2018-01-14,Sp Lisbon,Aves,3,0,Joao Pinheiro,5157
2017,2018-01-15,Moreirense,Setubal,2,2,Rui Costa,31
2017,2018-01-19,Porto,Tondela,1,0,Luis Godinho,5401
2017,2018-01-19,Setubal,Sp Lisbon,1,1,Fabio Verissimo,5166
2017,2018-01-20,Benfica,Chaves,3,0,Bruno Esteves,1579
2017,2018-01-20,Maritimo,Belenenses,0,0,Luis Ferreira,5174
2017,2018-01-20,Portimonense,Sp Braga,1,2,Manuel Oliveira,5138
2017,2018-01-21,Aves,Pacos Ferreira,0,2,Hugo Miguel,281
2017,2018-01-21,Feirense,Moreirense,1,0,Tiago Martins,5170
2017,2018-01-21,Rio Ave,Boavista,2,0,Helder Malheiro,3046
2017,2018-01-21,Guimaraes,Estoril,3,1,Jorge Sousa,15
2017,2018-01-29,Belenenses,Benfica,1,1,Bruno Paixao,10
2017,2018-01-29,Pacos Ferreira,Feirense,2,1,Goncalo Martins,5162
2017,2018-01-29,Portimonense,Rio Ave,4,1,Hugo Miguel,281
2017,2018-01-30,Estoril,Tondela,3,0,Joao Pinheiro,5157
2017,2018-01-30,Moreirense,Porto,0,0,Luis Ferreira,5174
2017,2018-01-30,Sp Braga,Aves,2,0,Nuno Almeida,28
2017,2018-01-31,Boavista,Maritimo,2,1,Bruno Esteves,1579
2017,2018-01-31,Chaves,Setubal,2,2,Antonio Nobre,5458
2017,2018-01-31,Sp Lisbon,Guimaraes,1,0,Luis Godinho,5401
2017,2018-02-03,Benfica,Rio Ave,5,1,Manuel Oliveira,5138
2017,2018-02-03,Porto,Sp Braga,3,1,Hugo Miguel,281
2017,2018-02-04,Tondela,Moreirense,1,2,Helder Malheiro,3046
2017,2018-02-04,Estoril,Sp Lisbon,2,0,Manuel Mota,3038
2017,2018-02-04,Feirense,Chaves,1,2,Rui Costa,31
2017,2018-02-04,Guimaraes,Pacos Ferreira,3,2,Rui Oliveira,5300
2017,2018-02-05,Maritimo,Portimonense,0,3,Jorge Sousa,15
2017,2018-02-05,Setubal,Belenenses,3,0,Carlos Xistra,11
2017,2018-02-06,Aves,Boavista,3,0,Fabio Verissimo,5166
2017,2018-02-09,Pacos Ferreira,Tondela,0,2,Rui Costa,31
2017,2018-02-10,Portimonense,Benfica,1,3,Carlos Xistra,11
2017,2018-02-10,Rio Ave,Maritimo,3,0,Luis Godinho,5401
2017,2018-02-10,Sp Braga,Setubal,3,1,Jorge Sousa,15
2017,2018-02-11,Belenenses,Aves,2,5,Tiago Martins,5170
2017,2018-02-11,Boavista,Guimaraes,1,0,Nuno Almeida,28
2017,2018-02-11,Chaves,Porto,0,4,Artur Soares Dias,96
2017,2018-02-11,Sp Lisbon,Feirense,2,0,Luis Ferreira,5174
2017,2018-02-12,Moreirense,Estoril,1,2,Bruno Esteves,1579
2017,2018-02-16,Feirense,Portimonense,1,3,Vitor Ferreira,9379
2017,2018-02-17,Benfica,Boavista,4,0,Tiago Martins,5170
2017,2018-02-17,Aves,Maritimo,0,0,Joao Pinheiro,5157
2017,2018-02-17,Estoril,Belenenses,0,2,Fabio Verissimo,5166
2017,2018-02-18,Porto,Rio Ave,5,0,Carlos Xistra,11
2017,2018-02-18,Moreirense,Chaves,0,1,Nuno Almeida,28
2017,2018-02-18,Setubal,Pacos Ferreira,1,0,Artur Soares Dias,96
2017,2018-02-18,Guimaraes,Sp Braga,0,5,Bruno Paixao,10
2017,2018-02-19,Tondela,Sp Lisbon,1,2,Joao Capela,201
2017,2018-02-21,Estoril,Porto,1,3,Vasco Santos,283
2017,2018-02-23,Rio Ave,Aves,0,0,Manuel Mota,3038
2017,2018-02-24,Belenenses,Feirense,1,0,Antonio Nobre,5458
2017,2018-02-24,Maritimo,Guimaraes,3,2,Rui Costa,31
2017,2018-02-24,Pacos Ferreira,Benfica,1,3,Fabio Verissimo,5166
2017,2018-02-25,Boavista,Setubal,4,0,Luis Godinho,5401
2017,2018-02-25,Chaves,Estoril,2,0,Rui Oliveira,5300
2017,2018-02-25,Portimonense,Porto,1,5,Jorge Sousa,15
2017,2018-02-26,Sp Braga,Tondela,1,0,Artur Soares Dias,96
2017,2018-02-26,Sp Lisbon,Moreirense,1,0,Tiago Martins,5170
2017,2018-03-02,Porto,Sp Lisbon,2,1,Artur Soares Dias,96
2017,2018-03-03,Benfica,Maritimo,5,0,Helder Malheiro,3046
2017,2018-03-03,Estoril,Sp Braga,0,6,Luis Godinho,5401
2017,2018-03-03,Feirense,Boavista,3,0,Joao Pinheiro,5157
2017,2018-03-04,Tondela,Chaves,2,0,Carlos Xistra,11
2017,2018-03-04,Moreirense,Pacos Ferreira,2,0,Vasco Santos,283
2017,2018-03-04,Setubal,Rio Ave,1,0,Hugo Miguel,281
2017,2018-03-04,Guimaraes,Belenenses,0,0,Jorge Sousa,15
2017,2018-03-05,Aves,Portimonense,3,0,Bruno Paixao,10
2017,2018-03-09,Sp Braga,Moreirense,3,0,Manuel Oliveira,5138
2017,2018-03-10,Benfica,Aves,2,0,Rui Costa,31
2017,2018-03-10,Boavista,Estoril,1,0,Vitor Ferreira,9379
2017,2018-03-10,Rio Ave,Feirense,2,1,Vasco Santos,283
2017,2018-03-11,Belenenses,Tondela,0,0,Nuno Almeida,28
2017,2018-03-11,Maritimo,Setubal,4,2,Manuel Mota,3038
2017,2018-03-11,Pacos Ferreira,Porto,1,0,Bruno Paixao,10
2017,2018-03-11,Portimonense,Guimaraes,2,1,Luis Godinho,5401
2017,2018-03-12,Chaves,Sp Lisbon,1,2,Hugo Miguel,281
2017,2018-03-16,Setubal,Portimonense,1,1,Luis Ferreira,5174
2017,2018-03-17,Tondela,Maritimo,1,2,Jorge Sousa,15
2017,2018-03-17,Estoril,Pacos Ferreira,1,1,Hugo Miguel,281
2017,2018-03-17,Porto,Boavista,2,0,Manuel Oliveira,5138
2017,2018-03-17,Feirense,Benfica,0,2,Manuel Mota,3038
2017,2018-03-18,Chaves,Sp Braga,1,4,Bruno Paixao,10
2017,2018-03-18,Moreirense,Belenenses,2,1,Fabio Verissimo,5166
2017,2018-03-18,Sp Lisbon,Rio Ave,2,0,Rui Costa,31
2017,2018-03-18,Guimaraes,Aves,2,1,Joao Pinheiro,5157
2017,2018-03-29,Aves,Setubal,1,4,Tiago Martins,5170
2017,2018-03-30,Boavista,Tondela,1,1,Bruno Esteves,1579
2017,2018-03-30,Maritimo,Feirense,4,1,Manuel Oliveira,5138
2017,2018-03-30,Rio Ave,Estoril,2,0,Nuno Almeida,28
2017,2018-03-31,Benfica,Guimaraes,2,0,Carlos Xistra,11
2017,2018-03-31,Pacos Ferreira,Chaves,2,0,Helder Malheiro,3046
2017,2018-03-31,Portimonense,Moreirense,4,3,Manuel Mota,3038
2017,2018-03-31,Sp Braga,Sp Lisbon,1,0,Luis Godinho,5401
2017,2018-04-02,Belenenses,Porto,2,0,Hugo Miguel,281
2017,2018-04-06,Guimaraes,Rio Ave,3,0,Jorge Sousa,15
2017,2018-04-07,Tondela,Portimonense,2,2,Fabio Verissimo,5166
2017,2018-04-07,Estoril,Maritimo,1,1,Luis Ferreira,5174
2017,2018-04-07,Feirense,Sp Braga,2,2,Joao Capela,201
2017,2018-04-07,Setubal,Benfica,1,2,Luis Godinho,5401
2017,2018-04-08,Porto,Aves,2,0,Nuno Almeida,28
2017,2018-04-08,Chaves,Belenenses,1,1,Antonio Nobre,5458
2017,2018-04-08,Sp Lisbon,Pacos Ferreira,2,0,Bruno Esteves,1579
2017,2018-04-09,Moreirense,Boavista,1,0,Artur Soares Dias,96
2017,2018-04-13,Pacos Ferreira,Sp Braga,1,5,Fabio Verissimo,5166
2017,2018-04-14,Boavista,Chaves,3,3,Manuel Mota,3038
2017,2018-04-14,Aves,Feirense,1,0,Carlos Xistra,11
2017,2018-04-14,Portimonense,Estoril,0,1,Helder Malheiro,3046
2017,2018-04-14,Guimaraes,Setubal,1,1,Rui Costa,31
2017,2018-04-15,Belenenses,Sp Lisbon,3,4,Bruno Paixao,10
2017,2018-04-15,Benfica,Porto,0,1,Artur Soares Dias,96
2017,2018-04-15,Maritimo,Moreirense,1,1,Vitor Ferreira,9379
2017,2018-04-16,Rio Ave,Tondela,1,1,Goncalo Martins,5162
2017,2018-04-20,Sp Braga,Maritimo,2,0,Nuno Almeida,28
2017,2018-04-21,Estoril,Benfica,1,2,Hugo Miguel,281
2017,2018-04-21,Feirense,Guimaraes,2,1,Luis Ferreira,5174
2017,2018-04-21,Pacos Ferreira,Belenenses,1,1,Manuel Mota,3038
2017,2018-04-22,Tondela,Aves,3,0,Luis Godinho,5401
2017,2018-04-22,Chaves,Portimonense,2,1,Bruno Esteves,1579
2017,2018-04-22,Moreirense,Rio Ave,2,1,Carlos Xistra,11
2017,2018-04-22,Sp Lisbon,Boavista,1,0,Fabio Verissimo,5166
2017,2018-04-23,Porto,Setubal,5,1,Joao Pinheiro,5157
2017,2018-04-27,Guimaraes,Moreirense,1,0,Rui Oliveira,5300
2017,2018-04-28,Benfica,Tondela,2,3,Nuno Almeida,28
2017,2018-04-28,Portimonense,Sp Lisbon,1,2,Manuel Oliveira,5138
2017,2018-04-28,Setubal,Feirense,0,2,Jorge Sousa,15
2017,2018-04-29,Belenenses,Sp Braga,0,1,Tiago Martins,5170
2017,2018-04-29,Boavista,Pacos Ferreira,1,0,Rui Costa,31
2017,2018-04-29,Maritimo,Porto,0,1,Carlos Xistra,11
2017,2018-04-29,Rio Ave,Chaves,2,1,Hugo Miguel,281
2017,2018-04-30,Aves,Estoril,1,0,Artur Soares Dias,96
2017,2018-05-04,Sp Braga,Boavista,1,1,Bruno Esteves,1579
2017,2018-05-05,Belenenses,Portimonense,3,2,Luis Ferreira,5174
2017,2018-05-05,Tondela,Guimaraes,1,4,Helder Malheiro,3046
2017,2018-05-05,Sp Lisbon,Benfica,0,0,Carlos Xistra,11
2017,2018-05-06,Estoril,Setubal,2,1,Tiago Martins,5170
2017,2018-05-06,Porto,Feirense,2,1,Luis Godinho,5401
2017,2018-05-06,Chaves,Maritimo,4,1,Artur Soares Dias,96
2017,2018-05-06,Moreirense,Aves,0,3,Jorge Sousa,15
2017,2018-05-07,Pacos Ferreira,Rio Ave,0,0,Joao Pinheiro,5157
2017,2018-05-11,Aves,Chaves,2,3,Luis Ferreira,5174
2017,2018-05-12,Boavista,Belenenses,1,0,Rui Oliveira,5300
2017,2018-05-12,Guimaraes,Porto,0,1,Joao Capela,201
2017,2018-05-13,Benfica,Moreirense,1,0,Fabio Verissimo,5166
2017,2018-05-13,Feirense,Estoril,0,0,Artur Soares Dias,96
2017,2018-05-13,Maritimo,Sp Lisbon,2,1,Jorge Sousa,15
2017,2018-05-13,Portimonense,Pacos Ferreira,3,1,Tiago Martins,5170
2017,2018-05-13,Rio Ave,Sp Braga,1,0,Rui Costa,31
2017,2018-05-13,Setubal,Tondela,1,0,Luis Godinho,5401
2018,2018-08-10,Benfica,Guimaraes,3,2,Joao Pinheiro,5157
2018,2018-08-11,Tondela,Belenenses,0,1,Luis Godinho,5401
2018,2018-08-11,Porto,Chaves,5,0,Nuno Almeida,28
2018,2018-08-11,Setubal,Aves,2,0,Helder Malheiro,3046
2018,2018-08-12,Feirense,Rio Ave,2,0,Antonio Nobre,5458
2018,2018-08-12,Maritimo,Santa Clara,1,0,Anzhony Rodrigues,8766
2018,2018-08-12,Moreirense,Sp Lisbon,1,3,Tiago Martins,5170
2018,2018-08-12,Sp Braga,Nacional,4,2,Carlos Xistra,11
2018,2018-08-13,Portimonense,Boavista,0,2,Joao Capela,201
2018,2018-08-17,Aves,Tondela,2,2,Artur Soares Dias,96
2018,2018-08-18,Boavista,Benfica,0,2,Manuel Mota,3038
2018,2018-08-18,Chaves,Portimonense,2,0,Andre Narciso,4503
2018,2018-08-18,Sp Lisbon,Setubal,2,1,Manuel Oliveira,5138
2018,2018-08-19,Belenenses,Porto,2,3,Carlos Xistra,11
2018,2018-08-19,Nacional,Moreirense,1,2,Antonio Nobre,5458
2018,2018-08-19,Rio Ave,Maritimo,3,1,Vitor Ferreira,9379
2018,2018-08-19,Santa Clara,Sp Braga,3,3,Rui Oliveira,5300
2018,2018-08-20,Guimaraes,Feirense,0,1,Hugo Miguel,281
2018,2018-08-24,Maritimo,Chaves,2,1,Tiago Martins,5170
2018,2018-08-25,Benfica,Sp Lisbon,1,1,Luis Godinho,5401
2018,2018-08-25,Porto,Guimaraes,2,3,Fabio Verissimo,5166
2018,2018-08-25,Portimonense,Santa Clara,2,2,Joao Pinheiro,5157
2018,2018-08-26,Tondela,Rio Ave,1,1,Manuel Mota,3038
2018,2018-08-26,Feirense,Boavista,1,1,Rui Costa,31
2018,2018-08-26,Sp Braga,Aves,3,1,Manuel Oliveira,5138
2018,2018-08-26,Setubal,Nacional,1,2,Claudio Pereira,8767
2018,2018-08-27,Moreirense,Belenenses,1,1,Rui Oliveira,5300
2018,2018-08-31,Chaves,Sp Braga,0,1,Luis Godinho,5401
2018,2018-08-31,Guimaraes,Tondela,1,0,Nuno Almeida,28
2018,2018-09-01,Belenenses,Setubal,0,0,Manuel Mota,3038
2018,2018-09-01,Santa Clara,Boavista,4,2,Antonio Nobre,5458
2018,2018-09-01,Sp Lisbon,Feirense,1,0,Rui Oliveira,5300
2018,2018-09-02,Aves,Maritimo,0,1,Joao Pinheiro,5157
2018,2018-09-02,Porto,Moreirense,3,0,Helder Malheiro,3046
2018,2018-09-02,Nacional,Benfica,0,4,Fabio Verissimo,5166
2018,2018-09-02,Rio Ave,Portimonense,2,1,Artur Soares Dias,96
2018,2018-09-21,Boavista,Chaves,1,2,Joao Pinheiro,5157
2018,2018-09-22,Maritimo,Belenenses,0,0,Hugo Miguel,281
2018,2018-09-22,Santa Clara,Rio Ave,1,3,Joao Capela,201
2018,2018-09-22,Setubal,Porto,0,2,Manuel Oliveira,5138
2018,2018-09-23,Benfica,Aves,2,0,Rui Costa,31
2018,2018-09-23,Tondela,Moreirense,2,0,Tiago Martins,5170
2018,2018-09-23,Feirense,Nacional,0,0,Nuno Almeida,28
2018,2018-09-23,Portimonense,Guimaraes,3,2,Luis Godinho,5401
2018,2018-09-24,Sp Braga,Sp Lisbon,1,0,Artur Soares Dias,96
2018,2018-09-27,Chaves,Benfica,2,2,Joao Capela,201
2018,2018-09-28,Porto,Tondela,1,0,Luis Godinho,5401
2018,2018-09-29,Moreirense,Feirense,1,0,Artur Soares Dias,96
2018,2018-09-29,Rio Ave,Boavista,2,1,Hugo Miguel,281
2018,2018-09-29,Sp Lisbon,Maritimo,2,0,Nuno Almeida,28
2018,2018-09-30,Belenenses,Sp Braga,0,3,Fabio Verissimo,5166
2018,2018-09-30,Nacional,Santa Clara,0,3,Manuel Mota,3038
2018,2018-09-30,Guimaraes,Setubal,1,1,Antonio Nobre,5458
2018,2018-10-01,Aves,Portimonense,3,0,Joao Pinto,5607
2018,2018-10-05,Tondela,Nacional,1,1,Andre Narciso,4503
2018,2018-10-05,Feirense,Belenenses,0,0,Joao Pinheiro,5157
2018,2018-10-05,Santa Clara,Chaves,1,0,Claudio Pereira,8767
2018,2018-10-06,Maritimo,Guimaraes,1,3,Manuel Oliveira,5138
2018,2018-10-06,Sp Braga,Rio Ave,1,1,Tiago Martins,5170
2018,2018-10-06,Setubal,Moreirense,3,0,Luis Godinho,5401
2018,2018-10-07,Benfica,Porto,1,0,Fabio Verissimo,5166
2018,2018-10-07,Boavista,Aves,1,0,Vitor Ferreira,9379
2018,2018-10-07,Portimonense,Sp Lisbon,4,2,Hugo Miguel,281
2018,2018-10-26,Nacional,Portimonense,0,1,Manuel Oliveira,5138
2018,2018-10-26,Guimaraes,Sp Braga,1,1,Hugo Miguel,281
2018,2018-10-27,Belenenses,Benfica,2,0,Artur Soares Dias,96
2018,2018-10-27,Aves,Santa Clara,1,2,Fabio Verissimo,5166
2018,2018-10-27,Rio Ave,Chaves,1,0,Helder Malheiro,3046
2018,2018-10-28,Tondela,Setubal,1,2,Joao Pinto,5607
